customer_id,company_name,employee_count,annual_revenue_m,tech_stack_size,cloud_maturity_score,website_visits_30d,whitepaper_downloads,demo_requests,email_open_rate,webinar_attendance,competitor_product_count,integration_needs,security_compliance_req,api_usage_intent,relationship_age_months,previous_churn_risk,support_tickets_90d,csm_relationship_score,industry_growth_rate,competitive_pressure_idx,budget_cycle_quarter,discount_sensitivity,sla_sensitivity,training_sensitivity,implementation_support_sensitivity,budget_cycle_q1,budget_cycle_q2,budget_cycle_q3,budget_cycle_q4,expansion_revenue_potential,recommended_promotion_idx,recommended_promotion,predicted_expansion_revenue
CUST_00000,Company_0,849,165.90462201210056,8,3.617319194582917,10,1,0,0.6007678372364946,2,1,5,1,0.755612673856213,12.241847528478965,0.16116602609594174,5,7.755353364457935,0.09381575880426907,4.218713630587888,Q4,0.6977779763706543,0.6645213566555846,0.6014821798554066,0.9197126157419965,0,0,0,1,87.21940091243597,3,Implementation Support (40 hours),80.05045670201065
CUST_00001,Company_1,327,539.854667223713,13,5.126110869553618,13,2,2,0.6912868231402339,2,2,7,1,0.5565014994221801,14.504368479307937,0.3644431371356148,4,6.821963284895497,0.06214112337981323,1.8275568518497138,Q3,0.7200486501741261,0.5586725592015861,0.2984309339171883,0.6724534354434163,0,0,1,0,115.2621367433101,0,Price Discount (15-20%),111.10669246828114
CUST_00002,Company_2,1065,10.193180430241997,14,5.9126554031598,11,2,0,0.24898351907825617,0,2,3,1,0.4050057615613903,13.326674892713166,0.10368282842968823,5,3.93611017972621,0.051944716962663215,7.226820428878042,Q3,0.551519752813614,0.7701366111351042,0.2725510607554418,0.38825057845746547,0,0,1,0,75.60599022423399,1,Extended SLA (99.99% uptime),85.18204934450796
CUST_00003,Company_3,3962,107.29296504089324,10,0.5343031300707866,8,2,2,0.7570861632443362,4,2,3,0,0.33373591188020596,5.13161535097443,0.2952632517723921,3,7.1579788675410185,0.08984995419153058,5.932870860113494,Q4,0.4599894573992034,0.5344171215163288,0.5321894230179176,0.6700914635740426,0,0,0,1,77.2463364098459,3,Implementation Support (40 hours),79.30045898491876
CUST_00004,Company_4,283,25.008828863249757,12,4.5925612574767865,11,3,0,0.3289286440611873,0,5,6,1,0.5800289938811191,6.557824890074146,0.2643220927312854,3,5.692239135874346,0.06042231433085307,7.406051184399129,Q2,0.7529471285677306,0.186038307261978,0.6412675498642466,0.3512973151449883,0,1,0,0,73.91576638629455,0,Price Discount (15-20%),77.19732319108105
CUST_00005,Company_5,283,30.430626121142527,11,4.797175184529798,1,4,2,0.5071794134980508,1,2,3,0,0.6078894258300437,14.841091439591928,0.32418269765724017,2,6.716412611393203,0.028837288579926467,5.337335435565427,Q4,0.711054602681284,0.23968621536592902,0.6088936604140801,0.4126021551927263,0,0,0,1,72.95577666349756,0,Price Discount (15-20%),80.86638229208819
CUST_00006,Company_6,4310,26.81944786394791,12,4.086962389120079,14,2,1,0.7542619236717334,3,3,9,0,0.4840628062257431,5.424169119857504,0.10400191952567202,3,9.047267680606325,0.052961451569630114,5.613230023170833,Q2,0.5343746703812782,0.7730676133235586,0.19919789662643475,0.5377518865873484,0,1,0,0,106.79035927523087,1,Extended SLA (99.99% uptime),100.86511756365763
CUST_00007,Company_7,1275,19.360038614251405,6,3.9353146422505154,10,0,1,0.8516774168809491,2,0,7,0,0.10074232683961583,11.216568399469512,0.33560871261694397,1,9.181807943250076,0.038933568711018524,6.307014362712194,Q1,0.5911786246565073,0.7936803776526395,0.2478152468003915,0.0657029780805506,1,0,0,0,82.47922978057215,1,Extended SLA (99.99% uptime),83.26932932977692
CUST_00008,Company_8,199,57.87155313289473,9,6.628130727919545,9,2,0,0.7453661064812392,2,2,5,1,0.10084395325045048,9.244182932965554,0.19207115177940598,2,5.442900429629072,0.05487199719558768,8.65176533524192,Q3,0.823758455612192,0.3070287521124159,0.3653246912742403,0.8289279583430536,0,0,1,0,81.28839299901071,3,Implementation Support (40 hours),81.69630882320364
CUST_00009,Company_9,910,20.143060969135522,17,2.093574305972679,10,2,0,0.3915795064754837,2,2,6,1,0.3582272423189372,17.782931097913036,0.35225292802993197,4,8.44606005375293,0.03740690862899562,3.2001929060506034,Q1,0.9533197755675284,0.606087656270714,0.6967952464661044,0.6026025948720429,1,0,0,0,90.87034601677739,0,Price Discount (15-20%),92.99170731728296
CUST_00010,Company_10,201,75.53137938756288,14,8.163126166059048,6,1,0,0.7872515921173628,2,1,6,1,0.6329160346029298,15.544876701432571,0.06090477273608398,2,8.703879400832772,0.029695677933610564,7.278475684434152,Q4,0.6375654197747049,0.8327029772927528,0.5553102002784029,0.3727964318895414,0,0,0,1,111.68943027577416,1,Extended SLA (99.99% uptime),107.01287363654987
CUST_00011,Company_11,200,51.4039114934987,13,8.10152989709268,12,1,0,0.3417308905696779,1,2,3,1,0.4927350670462804,15.926650968324822,0.20802412969922343,5,6.6761012152016495,0.05597816638245338,2.983291483052994,Q4,0.7522296363573177,0.4942139293878261,0.261816046979152,0.4768785327386338,0,0,0,1,89.5692270175512,0,Price Discount (15-20%),91.37101341138573
CUST_00012,Company_12,579,40.98730332562321,8,7.453001903684575,6,1,0,0.5415539421997642,0,1,8,0,0.45679336538723814,8.275409708342933,0.3594329830749379,4,6.58946598112375,0.05167368885849661,7.821620783667033,Q1,0.4499870118898224,0.7052492952029934,0.2988457503777163,0.5518585758322733,1,0,0,0,72.06469369528727,1,Extended SLA (99.99% uptime),78.72248557232832
CUST_00013,Company_13,22,18.373760840075132,6,1.032775539276771,11,1,1,0.6582637311117905,1,2,10,1,0.3388879733173577,15.977166405919611,0.3867053617471576,2,9.822112493062003,0.08191867535137543,0.7860500716060475,Q4,0.23339650831095918,0.6262468025991708,0.6806191034150578,0.40392408029674376,0,0,0,1,82.51895376158639,2,Training Credits ($10K),82.38290810943793
CUST_00014,Company_14,30,27.326977561460225,9,3.31761926299692,7,2,1,0.6564108998690764,1,4,6,1,0.475982740071453,13.532245135863494,0.14994632662312476,4,8.956019380337755,0.03755132362601561,5.6843090542139585,Q4,0.6508849230530425,0.43220818899507923,0.3672769544049181,0.36219419582100837,0,0,0,1,86.24511841216247,0,Price Discount (15-20%),84.34154016118977
CUST_00015,Company_15,173,135.16137987505726,15,7.170422102109722,7,1,2,0.5403483364329176,1,3,7,1,0.24951505120095915,6.240297502152253,0.5148729004971211,1,6.006993983538055,-0.009425615424859216,8.405283890821835,Q4,0.5512892285403793,0.31599401655787046,0.4010583706536133,0.5200203740578062,0,0,0,1,115.4320826094083,0,Price Discount (15-20%),102.79450079508081
CUST_00016,Company_16,88,99.59387086024077,10,6.698737247429386,7,2,1,0.4822212985660117,1,1,2,1,0.22858718960403424,2.7308613523548217,0.2479509546038111,4,7.694824646237967,0.03908387604610061,5.814135660161872,Q3,0.5391889316713468,0.2672292229299581,0.43952138969894095,0.8402988168489604,0,0,1,0,93.00043354868157,3,Implementation Support (40 hours),93.09598078954632
CUST_00017,Company_17,646,16.89358064436898,16,7.108036585016962,3,4,1,0.6375833650308975,1,3,5,0,0.33215458369532697,8.765320571169747,0.12208148647665364,2,3.789350728156977,0.0012070772325026985,0.6931516736620223,Q3,0.40533491042632247,0.28573367961568935,0.8252537253934383,0.8191831527933444,0,0,1,0,91.88509723334175,2,Training Credits ($10K),94.36961674605965
CUST_00018,Company_18,103,61.50993869269333,11,4.063532473469015,5,4,1,0.43402540851796184,1,3,8,0,0.17222435253086893,17.263598539502134,0.23774469999747827,7,8.784187881456898,0.06247015922289729,7.004399100709201,Q2,0.573409473439741,0.26121287869262244,0.5562050727763451,0.6570950308067889,0,1,0,0,84.8011916002704,3,Implementation Support (40 hours),84.09424273877775
CUST_00019,Company_19,48,134.51349761829692,12,4.995417398666271,7,2,1,0.7143394271141688,3,4,6,1,0.16407914585016808,7.179169566014998,0.43486520932701733,3,3.9710534322333197,-0.00021693785046362352,7.250400168381946,Q3,0.8094387702985384,0.7862116682897606,0.3794291268401817,0.3457075420274823,0,0,1,0,88.03396378470202,0,Price Discount (15-20%),90.04976784992145
CUST_00020,Company_20,3635,7.364813025201733,17,5.134889868132689,14,2,1,0.5871112267551127,2,3,2,0,0.2865075522217698,14.58232008565772,0.1513264748200158,2,6.157224247079731,0.020348868127576962,3.913307823505397,Q1,0.4661881806779125,0.7786010620505067,0.11285159636220068,0.5102008858700302,1,0,0,0,98.19067394079013,1,Extended SLA (99.99% uptime),98.60405700977539
CUST_00021,Company_21,287,104.7977425242634,9,2.8263205850369038,9,2,2,0.6298620008978665,6,1,3,0,0.7800836103600861,10.174989170986416,0.16765791324961588,6,7.39006789507878,0.03912996625175411,7.740755285373742,Q1,0.642649357185736,0.8711490187812706,0.11735231689509008,0.722977505034574,1,0,0,0,66.03506112327575,1,Extended SLA (99.99% uptime),73.17701423703944
CUST_00022,Company_22,446,24.65183868190708,18,5.214424562641148,4,0,0,0.3181729383520296,4,2,10,1,0.20658619937119693,21.202719429531292,0.46380243354720885,1,4.900596689644313,0.09631851814283435,6.3723526609593195,Q3,0.7212264533221351,0.5022898384393585,0.2504692370387429,0.3574619374910251,0,0,1,0,87.59149945594388,0,Price Discount (15-20%),93.35930984890786
CUST_00023,Company_23,47,108.27977667984328,13,4.870277129526431,12,1,0,0.5688653149955488,1,2,3,1,0.45624112374392856,6.88290455343223,0.4984588697346153,2,3.186999833727391,0.01781329652855248,2.593558782447941,Q1,0.39460470053498864,0.5927515510825678,0.08777787075700312,0.7200916163691232,1,0,0,0,69.07151244462827,3,Implementation Support (40 hours),74.31265644665523
CUST_00024,Company_24,178,21.847554916587715,15,2.93611008593396,9,0,1,0.8607874705625234,1,2,4,1,0.1599304383675726,15.8255687933847,0.36374000370338555,4,8.54308723624468,0.05037214949439759,5.427372997507432,Q4,0.5643619250646479,0.31335812534385754,0.29995892284290065,0.14895952242357258,0,0,0,1,96.96998378963279,0,Price Discount (15-20%),93.3027037474165
CUST_00025,Company_25,476,6.259757705696111,8,8.285351089710435,5,1,0,0.5361476331160947,1,3,9,1,0.5077461305390396,8.748156262847328,0.33754554672042236,7,5.912765704958253,0.06739929730871777,4.874531783637456,Q3,0.30849578587885396,0.19968971003784536,0.3723543523334899,0.6359736217162834,0,0,1,0,84.20671426082616,3,Implementation Support (40 hours),84.63546156418359
CUST_00026,Company_26,71,7.744237934693754,22,4.607198425293218,5,1,2,0.7385251841330442,2,2,2,1,0.16829208083070862,7.501582595543966,0.3784446004270377,5,5.738083045778396,0.09452181659662093,3.7835344219508342,Q2,0.939710827678454,0.7719026001074505,0.3911093897823848,0.8502284327142524,0,1,0,0,110.57940484196115,0,Price Discount (15-20%),103.50412069504355
CUST_00027,Company_27,708,57.84123536819229,16,3.405638187909568,7,3,2,0.698554607575071,1,0,5,0,0.4064558304388217,12.11815502709712,0.4197495043913267,2,6.504649322278352,0.0733338425516423,7.8611003596417355,Q2,0.7822217831717703,0.17008354523829008,0.37533468762250793,0.8179518725355324,0,1,0,0,101.09818304661222,3,Implementation Support (40 hours),94.69377318100346
CUST_00028,Company_28,163,74.56468487786815,11,6.115967199439812,13,2,0,0.18074325623861046,7,1,1,1,0.2660685978136566,7.361714214883467,0.1590130851715415,4,4.8176750842425085,0.08281720854897395,5.533291630615658,Q3,0.25979639318211944,0.2050256164898601,0.2793224805265901,0.8415866174819294,0,0,1,0,79.18355822819562,3,Implementation Support (40 hours),80.5810200079196
CUST_00029,Company_29,260,18.445492835330832,10,3.9865639106662067,10,2,0,0.5351752547715836,0,1,5,1,0.3575270603608805,6.839475809890254,0.36050203757785226,5,4.264257889162249,0.07592921176554623,3.477557776552641,Q1,0.9010864476048934,0.5891725742499356,0.20943155015030726,0.714598026864133,1,0,0,0,60.16053476387088,0,Price Discount (15-20%),64.44713760613853
CUST_00030,Company_30,163,117.48503344472759,8,6.161102998486423,10,3,1,0.7627394101527373,3,1,9,0,0.3429466750632977,14.64811308040236,0.36595982838439356,2,7.2801631343805395,0.013726310858115834,1.8432210571283614,Q3,0.7192708601389648,0.14892018571817187,0.5187728219913402,0.6049984048269339,0,0,1,0,90.23193455494976,0,Price Discount (15-20%),91.20673796957573
CUST_00031,Company_31,6492,7.434831564697669,22,6.771384442489411,5,1,1,0.4433533464395874,1,1,2,0,0.1749888220719302,24.05715058805783,0.18248656705316213,2,7.375780813014414,0.060790763129511406,2.8127909337523227,Q3,0.8879379909231518,0.2643975928211041,0.08364016444881271,0.9304105387863446,0,0,1,0,121.62831105517401,3,Implementation Support (40 hours),116.92484611336786
CUST_00032,Company_32,395,50.4359513702496,14,7.06882206855655,7,6,0,0.7603349666724202,1,3,5,1,0.19461545832931856,23.97226952294,0.42685551104392044,1,5.694296027150859,0.07545982856516668,2.0163187417690236,Q2,0.43348257051443395,0.4357485524608115,0.6610695243126352,0.3679578845094944,0,1,0,0,89.64900068958751,2,Training Credits ($10K),92.54787733127426
CUST_00033,Company_33,82,12.765938384426544,15,5.721746119492355,5,2,1,0.8328313940830756,1,0,6,1,0.5948142225026859,14.329875220341933,0.5818892653626133,1,7.0184346879802275,0.021304991309779406,9.873820457294748,Q4,0.7164712289248385,0.5249583445370131,0.11988501874177324,0.6578160059985773,0,0,0,1,96.77935084318108,0,Price Discount (15-20%),100.83081831740589
CUST_00034,Company_34,1385,24.973035696168314,22,9.045727743575343,11,4,1,0.6822093516917503,1,2,7,0,0.11339461233563392,12.341222147308674,0.07581456031984925,3,5.052240657056972,0.032607203698279325,2.1957433801453683,Q4,0.7207709226272325,0.4496965958314065,0.49454010617561595,0.7442899858667047,0,0,0,1,118.58065496794009,3,Implementation Support (40 hours),109.87590129432034
CUST_00035,Company_35,64,57.79362096033301,9,9.149545326692955,7,2,0,0.5201039918533843,1,1,3,1,0.537184434842873,9.220743396611935,0.3925089300669941,4,6.260295497162001,0.025904231146188315,8.128388766400661,Q3,0.6703528195456114,0.5713002770715375,0.5310868106713038,0.059506273403843735,0,0,1,0,75.1846747684577,0,Price Discount (15-20%),78.60748034524003
CUST_00036,Company_36,551,19.443327686247812,8,5.345447311952394,9,0,0,0.516984012431153,1,2,7,1,0.1534775898993357,3.6184926874440677,0.27212933063338274,2,5.047194092017317,0.073178689579041,7.516773326576275,Q2,0.31936423065150177,0.8317813593401422,0.5465536185782496,0.5394180225805878,0,1,0,0,76.56287728403977,1,Extended SLA (99.99% uptime),79.33603474843086
CUST_00037,Company_37,21,34.41640523009598,10,8.829560074014713,7,3,1,0.6920134915319432,1,1,7,1,0.2450466334058887,29.72155588161471,0.30916329986134594,1,8.70934876513694,0.04792156639012604,3.5112130496810168,Q2,0.2365762450980236,0.7343971330163109,0.36870772026468535,0.624600842819091,0,1,0,0,116.2516177002532,1,Extended SLA (99.99% uptime),107.82266050856393
CUST_00038,Company_38,55,182.64627723203836,11,5.485310302007377,8,1,0,0.5508881005643446,0,1,6,1,0.6861618446788651,6.841463021538421,0.10826599293927291,1,8.592806626747782,0.040374623169947096,6.2058789815489215,Q3,0.5644134841762041,0.30291352552286416,0.3659388607219379,0.4336882834484066,0,0,1,0,93.01728732003635,0,Price Discount (15-20%),91.17023373909336
CUST_00039,Company_39,542,27.323025088947013,13,2.9415088616388037,6,1,2,0.7550340038576975,2,1,4,1,0.5677572342634274,24.80199641442418,0.1545560450662455,5,6.902321184990773,0.011549902500410374,4.173221098685238,Q3,0.6481820323930464,0.3960295700629521,0.29413882444776873,0.37540842130317764,0,0,1,0,78.3603896115628,0,Price Discount (15-20%),85.6444690893028
