customer_id,company_name,employee_count,annual_revenue_m,tech_stack_size,cloud_maturity_score,website_visits_30d,whitepaper_downloads,demo_requests,email_open_rate,webinar_attendance,competitor_product_count,integration_needs,security_compliance_req,api_usage_intent,relationship_age_months,previous_churn_risk,support_tickets_90d,csm_relationship_score,industry_growth_rate,competitive_pressure_idx,budget_cycle_quarter,discount_sensitivity,sla_sensitivity,training_sensitivity,implementation_support_sensitivity,budget_cycle_q1,budget_cycle_q2,budget_cycle_q3,budget_cycle_q4,expansion_revenue_potential,recommended_promotion_idx,recommended_promotion,predicted_expansion_revenue,action_score,allocated_actions
CUST_00000,Company_0,849,165.90462201210056,8,3.617319194582917,10,1,0,0.6007678372364946,2,1,5,1,0.755612673856213,12.241847528478964,0.1611660260959417,5,7.755353364457935,0.093815758804269,4.218713630587888,Q4,0.6977779763706543,0.6645213566555846,0.6014821798554066,0.9197126157419964,0,0,0,1,87.21940091243597,3,Implementation Support (40 hours),80.05045670201065,32.84530381779333,0
CUST_00001,Company_1,327,539.854667223713,13,5.126110869553618,13,2,2,0.6912868231402339,2,2,7,1,0.5565014994221801,14.504368479307937,0.3644431371356148,4,6.821963284895497,0.0621411233798132,1.8275568518497136,Q3,0.7200486501741261,0.5586725592015861,0.2984309339171883,0.6724534354434163,0,0,1,0,115.2621367433101,0,Price Discount (15-20%),111.10669246828114,79.89444272983623,4
CUST_00002,Company_2,1065,10.193180430241997,14,5.9126554031598,11,2,0,0.2489835190782561,0,2,3,1,0.4050057615613903,13.326674892713166,0.1036828284296882,5,3.93611017972621,0.0519447169626632,7.226820428878042,Q3,0.551519752813614,0.7701366111351042,0.2725510607554418,0.3882505784574654,0,0,1,0,75.60599022423399,1,Extended SLA (99.99% uptime),85.18204934450796,37.24815369821484,0
CUST_00003,Company_3,3962,107.29296504089324,10,0.5343031300707866,8,2,2,0.7570861632443362,4,2,3,0,0.3337359118802059,5.13161535097443,0.2952632517723921,3,7.1579788675410185,0.0898499541915305,5.932870860113494,Q4,0.4599894573992034,0.5344171215163288,0.5321894230179176,0.6700914635740426,0,0,0,1,77.2463364098459,3,Implementation Support (40 hours),79.30045898491876,35.257541908940844,0
CUST_00004,Company_4,283,25.00882886324976,12,4.5925612574767865,11,3,0,0.3289286440611873,0,5,6,1,0.5800289938811191,6.557824890074146,0.2643220927312854,3,5.692239135874346,0.060422314330853,7.406051184399129,Q2,0.7529471285677306,0.186038307261978,0.6412675498642466,0.3512973151449883,0,1,0,0,73.91576638629455,0,Price Discount (15-20%),77.19732319108105,28.438131522482283,0
CUST_00005,Company_5,283,30.430626121142527,11,4.797175184529798,1,4,2,0.5071794134980508,1,2,3,0,0.6078894258300437,14.841091439591928,0.3241826976572401,2,6.716412611393203,0.0288372885799264,5.337335435565427,Q4,0.711054602681284,0.239686215365929,0.6088936604140801,0.4126021551927263,0,0,0,1,72.95577666349756,0,Price Discount (15-20%),80.86638229208819,45.653662716171816,0
CUST_00006,Company_6,4310,26.81944786394791,12,4.086962389120079,14,2,1,0.7542619236717334,3,3,9,0,0.4840628062257431,5.424169119857504,0.104001919525672,3,9.047267680606325,0.0529614515696301,5.613230023170833,Q2,0.5343746703812782,0.7730676133235586,0.1991978966264347,0.5377518865873484,0,1,0,0,106.79035927523088,1,Extended SLA (99.99% uptime),100.86511756365763,64.47893974307017,0
CUST_00007,Company_7,1275,19.360038614251405,6,3.9353146422505154,10,0,1,0.8516774168809491,2,0,7,0,0.1007423268396158,11.216568399469512,0.3356087126169439,1,9.181807943250076,0.0389335687110185,6.307014362712194,Q1,0.5911786246565073,0.7936803776526395,0.2478152468003915,0.0657029780805506,1,0,0,0,82.47922978057215,1,Extended SLA (99.99% uptime),83.26932932977692,44.967137201942755,0
CUST_00008,Company_8,199,57.87155313289473,9,6.628130727919545,9,2,0,0.7453661064812392,2,2,5,1,0.1008439532504504,9.244182932965554,0.1920711517794059,2,5.442900429629072,0.0548719971955876,8.65176533524192,Q3,0.823758455612192,0.3070287521124159,0.3653246912742403,0.8289279583430536,0,0,1,0,81.28839299901071,3,Implementation Support (40 hours),81.69630882320364,37.47460872454399,0
CUST_00009,Company_9,910,20.14306096913552,17,2.093574305972679,10,2,0,0.3915795064754837,2,2,6,1,0.3582272423189372,17.782931097913036,0.3522529280299319,4,8.44606005375293,0.0374069086289956,3.200192906050604,Q1,0.9533197755675284,0.606087656270714,0.6967952464661044,0.6026025948720429,1,0,0,0,90.8703460167774,0,Price Discount (15-20%),92.99170731728296,44.89577637611096,0
